file,width,height,blur_score,status,reason
dataset/Modern/_15512_https___id_kulturpool_at_447e11cf_4f81_48a4_b78f_033ddd7be0bc_cho_1_1.jpg,400,266,1955.965142322824,VALID,
dataset/Modern/_440_item_WN5BH5U5RFSMFEV3YDL2MUU6IUKN3M4B_1_1.jpg,400,260,2957.110669076923,VALID,
dataset/Modern/_916113_S_FV_object_FVM149844_1_1.jpg,400,286,934.8662927132742,VALID,
dataset/Modern/_318_marc_nli_004018979_1_1.jpg,400,242,2147.963886428096,VALID,
dataset/Modern/_90402_SK_A_223_1_1.jpg,400,476,218.10346257080954,VALID,
dataset/Modern/_9200273_BibliographicResource_3000058490879_1_1.jpg,400,290,1880.1062930737216,VALID,
dataset/Modern/_9200122_BibliographicResource_1000056124929_1_1.jpg,400,642,10518.074641332078,VALID,
dataset/Modern/_499_https___hispana_mcu_es_lod_oai_larramendi_es_30444_ent0_1_1.jpg,400,554,739.912787614852,VALID,
dataset/Modern/_2020601_https___1914_1918_europeana_eu_contributions_17529_attachments_190601_1_1.jpg,400,253,1675.4913947222267,VALID,
dataset/Modern/_2021009__21C0935DDAF304F9215DD17D159D7928_1_1.jpg,400,294,415.45800759376885,VALID,
dataset/Modern/_2021009__761bdb36_7b76_4623_b1b3_379c2cd2e91e_1_1.jpg,400,399,959.6777220932971,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_91_102_3012_1_1.jpg,400,277,1245.6189663425007,VALID,
dataset/Modern/_318_marc_nli_004870510_1_1.jpg,400,664,243.49845226219728,VALID,
dataset/Modern/_188_item_F5WFIWPRE27LAI6MBTRVUMEFPGOSK67S_1_1.jpg,400,286,1363.8934985708347,VALID,
dataset/Modern/_9200271_BibliographicResource_3000058904019_1_1.jpg,400,346,4670.262557932472,VALID,
dataset/Modern/_2021009__f8078ee1_99e8_431c_b1f2_1407f252b128_1_1.jpg,400,278,1132.192894772527,VALID,
dataset/Modern/_247_Museu_ProvidedCHO_museum_digital_49440__technical_number__1_1.jpg,400,265,1590.794418782129,VALID,
dataset/Modern/_440_item_Y2EQF2GNDI25IG37NHYEV4L6HJMNH2US_1_1.jpg,400,399,1900.118200499329,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_2004_80_4105_1_1.jpg,400,417,790.9058256299996,VALID,
dataset/Modern/_356_item_2S6CVUFYSEIWYLVG4SDILQMHIBA3RDLU_1_1.jpg,400,267,165.07588576042588,VALID,
dataset/Modern/_437_item_EB46TSQFFNERKHU74WA4FAF46JQAFO25_1_1.jpg,400,262,1457.6674746553776,VALID,
dataset/Modern/_440_item_OQ5GX3YYONEWUBMXGQJFNLEWQ3SM36K6_1_1.jpg,400,284,5017.11377560225,VALID,
dataset/Modern/_76_jlm_item_278204_1_1.jpg,390,550,1347.8178258443718,VALID,
dataset/Modern/_301__www_codicesfennici_fi_64_1_1.jpg,400,530,274.67225090866407,VALID,
dataset/Modern/_2021009__16dfa5b4_1aab_4f8e_bba6_d8e4b7edd9c5_1_1.jpg,400,300,3702.308769278889,VALID,
dataset/Modern/_08711_https___www_biodiversitylibrary_org_item_109178_1_1.jpg,315,539,960.3401562467791,VALID,
dataset/Modern/_437_item_I6O2NPC5YLFMBJ4Q2D5334RA3J2673LP_1_1.jpg,400,546,208.5704165945261,VALID,
dataset/Modern/_440_item_WAAZA4UZCZPR4CS3UFGQ3G5PI7D2ZZLQ_1_1.jpg,400,268,1722.0674138435618,VALID,
dataset/Modern/_91616_arme_photo_AMA0014050_1_1.jpg,400,627,3398.9736398807872,VALID,
dataset/Modern/_773_https___catalonica_bnc_cat_catalonicahub_lod_oai_mdc_csuc_cat_ProgPMC____42327_ent0_1_1.jpg,400,512,1134.1562094908716,VALID,
dataset/Modern/_916119_blm_item_38491_1_1.jpg,400,295,2875.58653440326,VALID,
dataset/Modern/_91627_SMVK_EM_fotografi_2121229_1_1.jpg,400,291,7336.709736332161,VALID,
